Gene	SNP	Feature1	Feature2	Feature3	Feature4	Feature5	Feature6	Feature7	Feature8	Feature9	Feature10
Gene35	SNP35	-0.0403736793498034	0.0231496128244633	-0.0422372407926746	0.0374118394695298	-0.0366005774997015	-0.562650334103551	-0.0737327525257229	0.0290666645439266	-0.0884849568284456	0.0208006478870832
Gene36	SNP36	-0.00477301724785263	-0.168452064613859	-0.0144226556618951	0.118021366550265	0.0681399923199504	-1.52212506044883	-0.119231644371292	0.116922865278909	0.00792017089453723	-0.0451773752768677
Gene37	SNP37	0.164202821280077	-0.0769592321599518	0.0303360960757848	0.128173742118351	0.0602222795170429	-0.682797007134682	-0.0418418103422641	0.0355135530046085	0.0513481114599557	0.001860740032874
Gene38	SNP38	0.131844897225668	-0.0065831999838153	-0.0700296078317704	0.0537326131521341	-0.220178232235392	-0.0176994034675515	0.0496960952423719	-0.0224874715429902	-0.111714316533188	-0.0394994603313877
Gene39	SNP39	0.154983034223631	-0.0743514479798666	-0.233171211772957	0.0812245442209214	-0.0501310657201351	-0.033693036901984	-0.121536404115501	-0.0022558628347222	0.0701239300429707	-0.0587482025589799
Gene40	SNP40	-0.060672794141879	0.109664021500029	-0.0247509677080296	-0.0159901713323247	-0.0625778250735075	0.0714836308453858	-0.0994193629266225	0.0849250385880362	0.0805702288976437	-0.046760093599122
Gene41	SNP41	0.0848420313723343	0.0986769863596017	0.057562028851936	0.202484204541817	-0.196235319122504	-1.04585424051746	-0.137651921373083	0.0167679934469767	0.158462907915972	0.167788895297625
Gene42	SNP42	0.0488296698394955	0.0878673262560324	-0.0144874874029881	0.0468971760074208	0.0376235477129484	-1.56356433764713	-0.0293294933750864	-0.0134841264407518	0.139384581617302	-0.103698868969829
Gene43	SNP43	-0.211433514780366	0.0768278218204398	-0.0816160620753485	-0.0436106923160574	0.0904705031282809	2.23166977260453	-0.0341066979637804	0.150242453423459	0.05283077123164	0.0542191355464308
Gene44	SNP44	-0.0136673355717877	-0.113673385330273	0.00359062277631833	0.130914773856238	0.200171922777288	0.0221703816213622	0.0164372909246388	0.033262360885001	-0.0385207999091431	-0.139875402655789
Gene45	SNP45	0.267574079585182	-0.0423686088681983	0.445649377706356	0.296275356214365	-0.0248008225068098	-0.0247303918374605	-0.0255510378526346	-0.178693810009257	0.178466281602476	0.176358634774588
Gene46	SNP46	0.0689600221934096	-0.110074064442392	-1.18218246454932	-1.2782804319325	-0.0319786165927205	0.13626442929547	-0.122788258998268	-0.0511219232750473	-0.0731194999064964	0.00197520068767907
Gene47	SNP47	-0.157286391470999	-0.0703333269828288	0.63007963445607	0.605007916207615	-0.0973902306404292	0.0559217730468333	-0.243263974540567	-0.0340484926702145	0.0713033194850233	-0.0659037386489128
Gene48	SNP48	-0.00364026225664853	-0.159328630152691	-0.488486134512109	-0.758304299102948	-0.0323650631690314	-0.0255248112503172	0.00609212273067499	-0.0823491629018878	0.182973048483604	-0.14299162157815
Gene49	SNP49	0.0254137143004585	-0.293977369533598	-0.910680067658098	-0.859955091426252	-0.108472000111396	0.0704832976877566	0.0330976349994212	0.0976327472976372	-0.0843339880398736	-0.0970579904862913
Gene50	SNP50	-0.177153134864293	-0.0322470341645949	1.6334071951372	1.83610287218725	0.00712806522505788	0.218975235927918	-0.115770759930148	0.118168806409233	-0.0527368361608178	-0.145662801131076
Gene51	SNP51	0.0572967370493168	-0.143337770467221	0.278666855973695	0.310874170084149	0.0210907264251298	-0.099892072706101	0.107785032320562	-0.119897438250787	0.0216637035184711	0.0143087029788927
Gene52	SNP52	-0.106575009105298	-0.0428623410701779	-0.00545750724261949	0.156099873120276	0.155605263610222	-0.104079643378825	0.0930572408540247	-0.00754459310121912	-0.196719534905096	-0.0755903642645194
Gene53	SNP53	0.0461149160506762	0.0145106631047872	-1.53053166254247	-1.22826866188917	0.0655051998486745	-0.0304508837259419	-0.0707568232617297	0.197157201447823	-0.00899986806477491	-0.00140172519319242
Gene54	SNP54	-0.112345693711015	-0.134413012337621	-0.470383951650053	-0.360265195582062	0.136092446408098	0.175379484533487	0.156836473435279	0.129675556994775	-0.0237596251443612	-0.122415013568071
Gene55	SNP55	-0.0327812680140072	-0.241245027627225	-1.10657158396002	-0.909204426151109	0.0130953100607517	0.109588868268958	0.0489340956943913	-0.0778910295448653	0.174355935292935	-0.00783872853310662
Gene56	SNP56	-0.0975553792522548	0.00706598247385691	-0.773126647679143	-0.534888791517692	0.0501568385364368	-0.0354781329646987	-0.048842888759119	0.0936293947292698	-0.106240838642214	-0.0983820871704388
Gene57	SNP57	0.0424247877020078	-0.0451313480552634	-1.33198617054042	-1.44435673119404	0.11948510169004	0.0495544705180151	-0.224515257409297	-0.133537136041822	0.128277520617769	0.0690795904173712
Gene58	SNP58	-0.0967062667858309	-0.134579368502011	-0.0410330630226463	-0.225577247920525	0.180172547861817	0.177154196037941	-0.145469136980239	-0.0845654312575637	-0.125047965932418	0.0667288067904176
Gene59	SNP59	-0.129076968763763	-0.203500353846891	0.202134699449252	0.100597348761217	0.0817123601225002	-0.0663988283577244	0.339991568299385	0.0619677256209794	-0.12812387419642	-0.0124261326376048
Gene60	SNP60	0.0175741654501771	0.169277379447271	0.0642132717206933	0.128223303234921	0.0140546973547383	-0.111250268318057	2.13864397316596	-0.166476463926247	0.0928851761720271	0.141682683471578
Gene61	SNP61	-0.00627207776270142	-0.0980902336097871	0.108715025123701	0.0139327026560686	-0.0386272097673785	0.112358542318002	0.294034244180529	0.114895910322903	-0.084247625893675	0.0391413340392769
Gene62	SNP62	0.0891377242318638	-0.133525871255432	0.0398123477834933	-0.0111586802948826	0.0675743916642286	-0.0788597935379218	0.258400157366482	0.138228400775579	0.0168490163808026	0.0823190948275118
Gene63	SNP63	-0.0220894597616442	-0.102939165471471	-0.00109256908471287	-0.122499115544077	-0.259611138844997	0.116912259199149	-0.651210912689393	-0.182608301264641	0.0995281807292567	-0.00118617814307389
Gene64	SNP64	-0.0599628394751609	-0.0177947986602105	-0.0425981341802302	0.0996658776455071	0.0727660708501531	-0.172663059586351	0.19336862196825	0.0726813665899557	0.0668260975976705	-0.242431730928421
Gene65	SNP65	-0.0235357425015276	0.197963332091796	0.0796794538639531	-0.170927618064586	-0.166366871188344	0.049110955231555	-0.671990192476046	0.0961290563877483	0.0293826661677307	0.00809993635091707
Gene66	SNP66	0.0183661842799281	0.016625503539133	-0.126959906621425	0.234949332061946	-0.141200540742533	-0.00169614927822389	0.855742294233061	0.180011233335541	0.101144017617923	-0.0563716555906629
Gene67	SNP67	0.0205420795375023	0.116546195019875	0.22363228395069	0.0302265076168852	-0.104250660223103	-0.0983542313495811	-0.435164595905558	-0.207057148385748	0.305574236888186	-0.02613505940873
Gene68	SNP68	-0.045439325911372	0.0157560555463951	0.0933388727865257	0.0302828275834352	-0.195615022247248	0.0353536709469366	-0.132288030895364	0.0659550870534498	-0.103142072760739	-0.237102288136148
Gene69	SNP69	-0.0324576307824521	-0.094429875090974	-0.0765889998443101	-0.0953779266719918	-0.0398004449854522	-0.0311217062923606	0.792275578375389	0.098642834387578	-0.0794531662417426	-0.0308817971515212
Gene70	SNP70	0.0361444766025588	0.139879110483801	-0.00560704196424014	-0.169887349155411	0.0231852545141301	-0.0119090670970556	-0.147020986900276	0.0343422165443603	-0.0623049782354728	-0.0439522293828527
Gene71	SNP71	-0.0505296789545481	0.0186035137157474	0.0176417797599477	0.0915848206824781	0.0320176726180939	-0.036668729712132	-2.00842055519799	0.0634702931419534	-0.00624884823283309	0.0182837867691791
Gene72	SNP72	0.110364101842282	0.175203561864876	-0.0953816460135553	0.164408045682029	-0.0866733529450919	0.0266352192194765	0.229775388717881	-0.0276908509892329	0.139425304101804	-0.0658911999778006
Gene73	SNP73	0.0660531280513292	-0.00132557001432984	-0.0931480298730843	0.121468914346638	-0.208834036550883	-0.0526152469412621	-0.154140256690726	0.0194321069901269	-0.0127977477890708	-0.151113519604144
Gene74	SNP74	0.0650952956147074	-0.1032900238582	0.0659201499417982	0.0237829399627714	0.071527594710452	-0.093848303919385	0.00953540096781045	-0.0462819419956343	0.54285114684132	0.70500801300293
Gene75	SNP75	0.177376261131718	-0.0648070933515048	-0.0199817475668204	0.0689243732977183	0.00361455098365949	0.194353631225286	0.0737213733789873	0.232133393302204	-1.77006769426164	-1.91835029501863
Gene76	SNP76	0.0421335267904323	-0.0924556256814186	-0.100706236611934	-0.0189474330103611	0.09339167001786	0.0343909999577983	0.0814020276463554	0.0915341002280603	0.0571561111094384	-0.165881787209242
Gene77	SNP77	0.0795906851730836	0.216911586935979	0.00583834994596872	-0.135491444952768	-0.036755076555405	-0.0934517579155246	-0.00416392200716165	0.0676112005556641	1.6734770692214	1.61035095702218
Gene78	SNP78	-0.0933970133276432	0.0813252167281602	0.134831855513005	0.225188277593107	-0.0493652434465923	0.0474092599152496	0.119369166611409	-0.0116395471522116	0.0946017287210831	0.0635580212720775
Gene79	SNP79	-0.0134449534536861	0.0168509102875034	0.0964732769529999	0.0408778914004396	-0.0466438215174507	-0.223978297582177	-0.0795063185124836	-0.00199551173436351	1.43073356832299	1.90327128368915
Gene80	SNP80	-0.148876222991277	-0.116075187561923	0.145773822495573	-0.218987594871999	0.0739062681128373	-0.0344008768542759	0.0455876741511694	0.0878110262544797	-0.60180385440549	-0.576541946689118
Gene81	SNP81	-0.299694930322778	-0.0961052324044844	0.0380188253916704	0.0505067589582035	0.202705600379976	0.00646270287396298	0.0463658648401867	0.00747783326935444	-0.0863177950505919	0.0372569106192127
Gene82	SNP82	0.0464234580889638	0.0129420458393473	-0.0815460651610283	-0.00401504517354262	0.0781416977680249	0.0676452747462629	-0.0482652525567947	-0.0669113467963509	0.937702783567162	0.991313644270285
Gene83	SNP83	0.0121058163102937	-0.0313292885379532	-0.088067073001145	-0.0419286891272189	-0.14827516780218	-0.0697318199400121	0.113496508865819	0.111193184503695	-0.164230698717065	-0.0560797768492467
Gene84	SNP84	-1.12242353134335	-1.29562798136498	-1.04827909806307	-1.3205976756855	-1.2540384389603	0.403476050125976	-1.18345037053222	-1.15100067515882	-1.29155682536499	-1.27445949262073
Gene85	SNP85	-0.0999636308120423	-0.152509296753947	-0.19419745090244	-0.268457329970432	-0.244784454000053	2.47017351756038	-0.167703563218307	-0.0576540826786763	-0.0565539638128964	-0.058729995846235
Gene86	SNP86	0.320927111473967	0.166210643100197	0.190495860240497	0.366585354972056	0.160610884259187	-0.0990916279946049	0.238092278159729	0.251608634108099	0.21248929046798	0.268432121890408
Gene87	SNP87	-0.126860924381689	-0.169206090792751	-0.23782582331921	-0.127578856077841	-0.0489790351321863	-0.39477283148174	-0.167530463236093	-0.186757543640395	-0.31236970264868	-0.307238022761464
Gene88	SNP88	0.19197704626212	0.0881277787776179	0.774421826707646	0.714970989919942	0.0485388564992269	1.17558821964955	0.00419987540872705	0.0223422311943048	-0.101046508600421	0.240122210197122
Gene89	SNP89	0.0801961790270882	-0.025120795895565	-0.499077740141201	-0.683092485824612	0.171115850747586	-0.512837991741588	-0.232149085645191	0.136411919539957	0.113222913272875	-0.0774316319358709
Gene90	SNP90	-0.141037496599359	-0.183452758069664	-0.555181258238049	-0.711672762172973	-0.0814468018774975	-0.284618914598748	0.0855519222050403	-0.0819963126879738	-0.0123602759975676	0.0254948236041434
Gene91	SNP91	0.171892633823732	-0.0958543527527119	0.296567779247365	0.272437863252333	0.055573718528977	0.0997904487586745	0.0772086304393126	-0.0140839387157354	0.039309392551426	0.0224218574159447
Gene92	SNP92	0.00235419851685809	-0.0622962659764788	0.126200938062639	-0.0405774042775771	0.0666763771442479	-1.62414161896557	0.628339548751373	0.0711213964323878	-0.033769115586237	-0.000914895226735463
Gene93	SNP93	-0.0125309208413434	-0.20908460969723	0.169739389482068	0.106388115448751	-0.0766616636225272	-0.671745675004777	0.0241895903606986	-0.113275941105242	0.759717094854378	0.585901642992158
Gene94	SNP94	-0.348863105672164	-0.326734375522534	-0.466633923397451	-0.475764409423236	-0.372075731919481	-1.35374754273182	0.209881204160365	-0.296626919336287	-0.333723466127374	-0.312682695874047
Gene95	SNP95	0.453655597034295	0.66165157672281	0.514966143014131	0.547373298685012	0.583460981104943	0.762111450111406	1.64709232970765	0.549960423944101	0.522095042434575	0.53848642799493
Gene96	SNP96	-0.337095812685423	-0.587536865456676	-0.483183178503368	-0.708840901372512	-0.529061662371173	0.920507789638105	-0.95810850487573	-0.557846536884242	-0.548862684004707	-0.601407692151002
Gene97	SNP97	0.549476709314213	0.646905391411306	0.411642831623924	0.48892375248517	0.668127053517323	-1.05532762862008	0.906605274259966	0.570446546913946	0.400956600252042	0.653184993742685
Gene98	SNP98	1.25610071384579	1.12776306107598	1.08618396655555	1.13754147020987	1.2579896535331	-0.544814052211784	0.525632378669245	1.16229284092645	1.2537737129928	1.06067151900181
Gene99	SNP99	-1.13971165780988	-1.23813943764507	-1.10423948375028	-1.1291700678442	-1.11928858264661	-1.92897174805904	0.900310094430209	-1.02877556360197	-1.10540630313913	-1.13461363180023
Gene100	SNP100	-0.94056190147323	-0.746804918547532	-0.542952416442509	-0.659924562575428	-0.740074826619208	1.54292715062149	-0.91182815296646	-0.669387287745818	-0.569581790653272	-0.467154954408254
