ENCFF364AJR	bed narrowPeak	peaks	ENCSR186QKH	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF037EWZ, ENCFF431TWC	525758	Anshul Kundaje, Stanford	810496a1bc971995a223b3b08536041a		https://www.encodeproject.org/files/ENCFF364AJR/@@download/ENCFF364AJR.bed.gz	hg19				archived		control low read depth, low read length, mild to moderate bottlenecking	incorrect file bucket	insufficient read depth	
ENCFF564KVT	bed narrowPeak	peaks	ENCSR186QKH	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF530LYL, ENCFF912RCK	690526	ENCODE Processing Pipeline	6008c9e144759c33a94fe90e5be8f8d4		https://www.encodeproject.org/files/ENCFF564KVT/@@download/ENCFF564KVT.bed.gz	GRCh38				released		control low read depth, low read length, mild to moderate bottlenecking	incorrect file bucket	insufficient read depth	
ENCFF581PLO	bed narrowPeak	stable peaks	ENCSR186QKH	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF564KVT	71849	ENCODE Processing Pipeline	cf6d17b83a0373e69a10796f8490b9cd		https://www.encodeproject.org/files/ENCFF581PLO/@@download/ENCFF581PLO.bed.gz	GRCh38				released		control low read depth, low read length, mild to moderate bottlenecking	incorrect file bucket	insufficient read depth	
ENCFF973GJC	bed narrowPeak	stable peaks	ENCSR186QKH	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF295GDL	70365	ENCODE Processing Pipeline	026db1f40409435725de1c85fc153f85		https://www.encodeproject.org/files/ENCFF973GJC/@@download/ENCFF973GJC.bed.gz	hg19				released		control low read depth, low read length, mild to moderate bottlenecking	incorrect file bucket	insufficient read depth	
ENCFF295GDL	bed narrowPeak	peaks	ENCSR186QKH	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF641HFO, ENCFF815CUC	691171	ENCODE Processing Pipeline	4744300886ad95cef8d739f4030f1c53		https://www.encodeproject.org/files/ENCFF295GDL/@@download/ENCFF295GDL.bed.gz	hg19				released		control low read depth, low read length, mild to moderate bottlenecking	incorrect file bucket	insufficient read depth	
ENCFF404CBV	bed narrowPeak	peaks	ENCSR315LPR	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF623LBS, ENCFF907SLS	639112	ENCODE Processing Pipeline	22b007647b11c028bb1bc9da147f31a4		https://www.encodeproject.org/files/ENCFF404CBV/@@download/ENCFF404CBV.bed.gz	GRCh38				released		low read length	incorrect file bucket		
ENCFF794TPT	bed narrowPeak	peaks	ENCSR315LPR	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF521UJP, ENCFF932VMB	622966	ENCODE Processing Pipeline	478c531c6b2f76c65b8f06363de0c0c5		https://www.encodeproject.org/files/ENCFF794TPT/@@download/ENCFF794TPT.bed.gz	hg19				released		low read length	incorrect file bucket		
ENCFF918CGC	bed narrowPeak	stable peaks	ENCSR315LPR	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF404CBV	688455	ENCODE Processing Pipeline	746e0d129a688e16bec265f9a3412980		https://www.encodeproject.org/files/ENCFF918CGC/@@download/ENCFF918CGC.bed.gz	GRCh38				released		low read length	incorrect file bucket		
ENCFF675FXA	bed narrowPeak	stable peaks	ENCSR315LPR	ChIP-seq	UBERON:0001264	Pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF794TPT	674509	ENCODE Processing Pipeline	f6dad5496c93fdfe94d2dffd06bbd1a3		https://www.encodeproject.org/files/ENCFF675FXA/@@download/ENCFF675FXA.bed.gz	hg19				released		low read length	incorrect file bucket		
ENCFF654BNZ	bed narrowPeak	peaks	ENCSR421FPV	ChIP-seq	UBERON:0002106	Spleen	tissue	Homo sapiens										H3K9me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF572CVB, ENCFF863VTI	4045343	Anshul Kundaje, Stanford	285d4dd012925ee31a0967e2674c37ce		https://www.encodeproject.org/files/ENCFF654BNZ/@@download/ENCFF654BNZ.bed.gz	hg19				archived		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF426NBY	bed narrowPeak	peaks	ENCSR421FPV	ChIP-seq	UBERON:0002106	Spleen	tissue	Homo sapiens										H3K9me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF165BBY, ENCFF288JVG	3586616	ENCODE Processing Pipeline	55db1d9d833242ef1e94afe65367cd08		https://www.encodeproject.org/files/ENCFF426NBY/@@download/ENCFF426NBY.bed.gz	hg19				released		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF207APK	bed narrowPeak	stable peaks	ENCSR421FPV	ChIP-seq	UBERON:0002106	Spleen	tissue	Homo sapiens										H3K9me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF426NBY	1441121	ENCODE Processing Pipeline	7b4ee43b99a689d3bb7cd63cc1feb305		https://www.encodeproject.org/files/ENCFF207APK/@@download/ENCFF207APK.bed.gz	hg19				released		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF806KHP	bed narrowPeak	peaks	ENCSR421FPV	ChIP-seq	UBERON:0002106	Spleen	tissue	Homo sapiens										H3K9me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF177AJJ, ENCFF969DRM	3613350	ENCODE Processing Pipeline	b3da508696e2a12fb4f8f8b06a023745		https://www.encodeproject.org/files/ENCFF806KHP/@@download/ENCFF806KHP.bed.gz	GRCh38				released		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF932LXW	bed narrowPeak	stable peaks	ENCSR421FPV	ChIP-seq	UBERON:0002106	Spleen	tissue	Homo sapiens										H3K9me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF806KHP	1455437	ENCODE Processing Pipeline	d7deaea0f7e16b0f834c6b9ec8af9ad7		https://www.encodeproject.org/files/ENCFF932LXW/@@download/ENCFF932LXW.bed.gz	GRCh38				released		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF020COG	bed narrowPeak	peaks	ENCSR982QIF	ChIP-seq	UBERON:0001496	Artery_Aorta	tissue	Homo sapiens										H3K27ac-human	DNA					False	2017-06-08	ENCODE				1							ENCFF823SXL, ENCFF893ZJC	2092527	ENCODE Processing Pipeline	3685016e8a1f8457445a6aa0109cfd89		https://www.encodeproject.org/files/ENCFF020COG/@@download/ENCFF020COG.bed.gz	GRCh38				released			incorrect file bucket		
ENCFF495JIW	bed narrowPeak	stable peaks	ENCSR982QIF	ChIP-seq	UBERON:0001496	Artery_Aorta	tissue	Homo sapiens										H3K27ac-human	DNA					False	2017-06-08	ENCODE				1							ENCFF015XHP	1894629	ENCODE Processing Pipeline	e7f66ea84aa1c0e140be6e0d2ca3e785		https://www.encodeproject.org/files/ENCFF495JIW/@@download/ENCFF495JIW.bed.gz	hg19				released			incorrect file bucket		
ENCFF291LEP	bed narrowPeak	stable peaks	ENCSR982QIF	ChIP-seq	UBERON:0001496	Artery_Aorta	tissue	Homo sapiens										H3K27ac-human	DNA					False	2017-06-08	ENCODE				1							ENCFF020COG	1882507	ENCODE Processing Pipeline	514ffbd671a61f8866157dd90d6b57dc		https://www.encodeproject.org/files/ENCFF291LEP/@@download/ENCFF291LEP.bed.gz	GRCh38				released			incorrect file bucket		
ENCFF015XHP	bed narrowPeak	peaks	ENCSR982QIF	ChIP-seq	UBERON:0001496	Artery_Aorta	tissue	Homo sapiens										H3K27ac-human	DNA					False	2017-06-08	ENCODE				1							ENCFF444CLV, ENCFF655YQF	2122534	ENCODE Processing Pipeline	c51b937ca651849f2064ce0c7b796032		https://www.encodeproject.org/files/ENCFF015XHP/@@download/ENCFF015XHP.bed.gz	hg19				released			incorrect file bucket		
ENCFF019NAG	bed narrowPeak	peaks	ENCSR642HHF	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF718RYE, ENCFF947NTI	2643445	ENCODE Processing Pipeline	c7ee72f46e137e03414c5df624ac09ed		https://www.encodeproject.org/files/ENCFF019NAG/@@download/ENCFF019NAG.bed.gz	hg19				released		mild to moderate bottlenecking	incorrect file bucket	insufficient read depth, poor library complexity	
ENCFF559GZX	bed narrowPeak	peaks	ENCSR642HHF	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF078ACZ, ENCFF120ZSN	2731802	ENCODE Processing Pipeline	8b92774255875d376bf7555dd0f6ddeb		https://www.encodeproject.org/files/ENCFF559GZX/@@download/ENCFF559GZX.bed.gz	GRCh38				released		mild to moderate bottlenecking	incorrect file bucket	insufficient read depth, poor library complexity	
ENCFF740YVA	bed narrowPeak	stable peaks	ENCSR642HHF	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF019NAG	1607057	ENCODE Processing Pipeline	a38b3759a1009aec05cd40705b2d8304		https://www.encodeproject.org/files/ENCFF740YVA/@@download/ENCFF740YVA.bed.gz	hg19				released		mild to moderate bottlenecking	incorrect file bucket	insufficient read depth, poor library complexity	
ENCFF852GEC	bed narrowPeak	stable peaks	ENCSR642HHF	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF559GZX	1646555	ENCODE Processing Pipeline	e1610ad9b424c75fd9e571c6c90c3b55		https://www.encodeproject.org/files/ENCFF852GEC/@@download/ENCFF852GEC.bed.gz	GRCh38				released		mild to moderate bottlenecking	incorrect file bucket	insufficient read depth, poor library complexity	
ENCFF194TWC	bed narrowPeak	peaks	ENCSR707AEW	ChIP-seq	UBERON:0001496	Artery_Aorta	tissue	Homo sapiens										H3K4me1-human	DNA					False	2017-03-22	ENCODE				1							ENCFF037OMD, ENCFF299AOC	2502862	ENCODE Processing Pipeline	7f70d2887aa22ff4ef2599fa9ccfd8a3		https://www.encodeproject.org/files/ENCFF194TWC/@@download/ENCFF194TWC.bed.gz	GRCh38				released			out of date analysis, incorrect file bucket		
ENCFF838XQY	bed narrowPeak	stable peaks	ENCSR707AEW	ChIP-seq	UBERON:0001496	Artery_Aorta	tissue	Homo sapiens										H3K4me1-human	DNA					False	2017-03-22	ENCODE				1							ENCFF194TWC	2141625	ENCODE Processing Pipeline	9442dfb20897777d1e8344a663f634a3		https://www.encodeproject.org/files/ENCFF838XQY/@@download/ENCFF838XQY.bed.gz	GRCh38				released			out of date analysis, incorrect file bucket		
ENCFF177LVE	bed narrowPeak	peaks	ENCSR707AEW	ChIP-seq	UBERON:0001496	Artery_Aorta	tissue	Homo sapiens										H3K4me1-human	DNA					False	2017-03-22	ENCODE				1							ENCFF537IPL, ENCFF668BEV	2439819	ENCODE Processing Pipeline	a73156be247c5e361948231e55a7cc6e		https://www.encodeproject.org/files/ENCFF177LVE/@@download/ENCFF177LVE.bed.gz	hg19				released			out of date analysis, incorrect file bucket		
ENCFF083WSW	bed narrowPeak	stable peaks	ENCSR707AEW	ChIP-seq	UBERON:0001496	Artery_Aorta	tissue	Homo sapiens										H3K4me1-human	DNA					False	2017-03-22	ENCODE				1							ENCFF177LVE	2148344	ENCODE Processing Pipeline	455099ad64c19294590f5dfd1a71ed9c		https://www.encodeproject.org/files/ENCFF083WSW/@@download/ENCFF083WSW.bed.gz	hg19				released			out of date analysis, incorrect file bucket		
ENCFF329WIG	bed narrowPeak	peaks	ENCSR218BPG	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap											ENCFF108IBK, ENCFF894OOF	4422422	Anshul Kundaje, Stanford	72a858b62f29c205cabe7e17d8cdba10		https://www.encodeproject.org/files/ENCFF329WIG/@@download/ENCFF329WIG.bed.gz	hg19				archived		low read length	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF495YGS	bed narrowPeak	peaks	ENCSR218BPG	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF732UZB, ENCFF962WPS	3994449	ENCODE Processing Pipeline	1a0d57423f5469abba6c26437f623405		https://www.encodeproject.org/files/ENCFF495YGS/@@download/ENCFF495YGS.bed.gz	GRCh38				released		low read length	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF339DCH	bed narrowPeak	stable peaks	ENCSR218BPG	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF495YGS	3716001	ENCODE Processing Pipeline	04009cc12b8a1278fa72b9420e7dfab9		https://www.encodeproject.org/files/ENCFF339DCH/@@download/ENCFF339DCH.bed.gz	GRCh38				released		low read length	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF807LUF	bed narrowPeak	peaks	ENCSR218BPG	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF195RKK, ENCFF956AVR	4071857	ENCODE Processing Pipeline	f7333bc7241cb6016ec8fc3add7565f6		https://www.encodeproject.org/files/ENCFF807LUF/@@download/ENCFF807LUF.bed.gz	hg19				released		low read length	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF810FEE	bed narrowPeak	stable peaks	ENCSR218BPG	ChIP-seq	UBERON:0002369	Adrenal_Gland	tissue	Homo sapiens										H3K27me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF807LUF	3754092	ENCODE Processing Pipeline	f2a7b7f4e9eef174c55f05a592184629		https://www.encodeproject.org/files/ENCFF810FEE/@@download/ENCFF810FEE.bed.gz	hg19				released		low read length	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF625TZJ	bed narrowPeak	peaks	ENCSR057YVO	ChIP-seq	UBERON:0006920	Esophagus_Mucosa	tissue	Homo sapiens										H3K9me3-human	DNA					False	2016-11-07	ENCODE				1							ENCFF282FFE, ENCFF305KDB	354364	ENCODE Processing Pipeline	cf675fbc2ba8abbd4d4dc37437ec8863		https://www.encodeproject.org/files/ENCFF625TZJ/@@download/ENCFF625TZJ.bed.gz	GRCh38				released			incorrect file bucket		
ENCFF886LFQ	bed narrowPeak	stable peaks	ENCSR057YVO	ChIP-seq	UBERON:0006920	Esophagus_Mucosa	tissue	Homo sapiens										H3K9me3-human	DNA					False	2016-11-07	ENCODE				1							ENCFF625TZJ	34104	ENCODE Processing Pipeline	afae3e9b8f3504b58d766c31f842aa2e		https://www.encodeproject.org/files/ENCFF886LFQ/@@download/ENCFF886LFQ.bed.gz	GRCh38				released			incorrect file bucket		
ENCFF022OCW	bed narrowPeak	peaks	ENCSR057YVO	ChIP-seq	UBERON:0006920	Esophagus_Mucosa	tissue	Homo sapiens										H3K9me3-human	DNA					False	2016-11-07	ENCODE				1							ENCFF173KFI, ENCFF687UPN	1097497	ENCODE Processing Pipeline	f7c7d47cea39480bb5790832a64697da		https://www.encodeproject.org/files/ENCFF022OCW/@@download/ENCFF022OCW.bed.gz	hg19				released			incorrect file bucket		
ENCFF181QUT	bed narrowPeak	stable peaks	ENCSR057YVO	ChIP-seq	UBERON:0006920	Esophagus_Mucosa	tissue	Homo sapiens										H3K9me3-human	DNA					False	2016-11-07	ENCODE				1							ENCFF022OCW	23952	ENCODE Processing Pipeline	ea2c417464a148be946e570df0f5208a		https://www.encodeproject.org/files/ENCFF181QUT/@@download/ENCFF181QUT.bed.gz	hg19				released			incorrect file bucket		
ENCFF324ANY	bed narrowPeak	peaks	ENCSR671NXL	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K36me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF241MKS, ENCFF538JYE	4982786	Anshul Kundaje, Stanford	30de6ecdb725459acfe43afde803f0d9		https://www.encodeproject.org/files/ENCFF324ANY/@@download/ENCFF324ANY.bed.gz	hg19				archived		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF441LCH	bed narrowPeak	peaks	ENCSR671NXL	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K36me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF075EVY, ENCFF572PPC	3834915	ENCODE Processing Pipeline	166600714401033018891795cf29c26e		https://www.encodeproject.org/files/ENCFF441LCH/@@download/ENCFF441LCH.bed.gz	hg19				released		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF592XWX	bed narrowPeak	stable peaks	ENCSR671NXL	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K36me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF441LCH	3259276	ENCODE Processing Pipeline	dd1fa132b90884d35afb8ddcb678c853		https://www.encodeproject.org/files/ENCFF592XWX/@@download/ENCFF592XWX.bed.gz	hg19				released		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF219PNA	bed narrowPeak	peaks	ENCSR671NXL	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K36me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF762LNN, ENCFF859GMA	3833690	ENCODE Processing Pipeline	896ec36865421b40f8f8bb1a5a1f175a		https://www.encodeproject.org/files/ENCFF219PNA/@@download/ENCFF219PNA.bed.gz	GRCh38				released		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF354ZJX	bed narrowPeak	stable peaks	ENCSR671NXL	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K36me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF219PNA	3253062	ENCODE Processing Pipeline	001ca62a14b1c6c397e1c746fcdfb391		https://www.encodeproject.org/files/ENCFF354ZJX/@@download/ENCFF354ZJX.bed.gz	GRCh38				released		mild to moderate bottlenecking, low read length, moderate library complexity	incorrect file bucket	insufficient read depth, control insufficient read depth	
ENCFF937HQA	bed narrowPeak	peaks	ENCSR813HFV	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K9ac-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF562SIS, ENCFF696LMX	1967021	ENCODE Processing Pipeline	6ab79a299c49908f94031e078633834e		https://www.encodeproject.org/files/ENCFF937HQA/@@download/ENCFF937HQA.bed.gz	GRCh38				released		low read length	incorrect file bucket		
ENCFF957UDD	bed narrowPeak	stable peaks	ENCSR813HFV	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K9ac-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF937HQA	1113320	ENCODE Processing Pipeline	cddeb34a5822b33458099b810dec5207		https://www.encodeproject.org/files/ENCFF957UDD/@@download/ENCFF957UDD.bed.gz	GRCh38				released		low read length	incorrect file bucket		
ENCFF797BNU	bed narrowPeak	stable peaks	ENCSR813HFV	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K9ac-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF662SVG	1114883	ENCODE Processing Pipeline	5a503dc867752cfe79e84d10c4f019a0		https://www.encodeproject.org/files/ENCFF797BNU/@@download/ENCFF797BNU.bed.gz	hg19				released		low read length	incorrect file bucket		
ENCFF662SVG	bed narrowPeak	peaks	ENCSR813HFV	ChIP-seq	UBERON:0002048	Lung	tissue	Homo sapiens										H3K9ac-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF763KIU, ENCFF837FQB	1967423	ENCODE Processing Pipeline	fd7e4ff5cf8c72450deab216a13a3081		https://www.encodeproject.org/files/ENCFF662SVG/@@download/ENCFF662SVG.bed.gz	hg19				released		low read length	incorrect file bucket		
