"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"
"ENSG00000182040.8 chr17_75563360"	0	0	0.022023671910367	-0.0110852256654265	0.021722792622001	0	0	0	-0.0241706166341135	0	0
"ENSG00000159723.4 chr16_67082071"	0	0	-0.00345374341996557	0	0	0.0311821219827758	0.0161751371964682	0.0216608235693333	0	0.0397203776238341	0
"ENSG00000156050.8 chr14_73195660"	0	0.0102272025127792	-0.0592418863469564	0.00528578264105019	0.0271498543649282	-0.00483539624121371	-0.00942087320208197	-0.00394369681757417	0.0760076332913969	-0.00984074508974902	-0.0057025550891806
"ENSG00000182676.4 chr17_81941407"	0	0.00180927320352498	-0.0180524043049858	0.0459034332384983	0.0594309583748585	-0.00571386487722111	-0.00304998173397341	-0.0204741210428766	-0.014784393738817	-0.0201791969606401	-0.000183938382447342
"ENSG00000025293.16 chr20_34952197"	0	-0.000295016496920549	-0.00572716852231657	0.0153122589455685	0.00388384605378827	-0.000910722934908195	-0.0013138616813798	-0.00933670698496717	-0.00461145342622824	0.00898020695880711	0.00354924579347899
"ENSG00000147324.10 chr8_8877703"	0	0.00750264753846949	0.00813374272291346	-0.00469522921672356	-0.00172207025329353	0.0198162355912245	0.000457642011865255	0.00585936791092096	0.000355902357835863	0.00399674849219583	-0.00378211027393069
"ENSG00000175352.10 chr11_9025220"	-0.00499071975275662	0.00279731228966175	0.0208955263511764	-0.0143110739089001	-0.0131307840306637	-0.00340659383183961	-0.0171535559956524	0.00547164190847287	-0.000442427166872679	-0.0202462822415063	-0.00262820271883386
"ENSG00000171446.6 chr17_39832067"	0	0	0	-0.000408682119673537	0.00116862788210791	0	0.00106688024238989	0	0.00348059853419723	-0.0382337700541424	0.00999744709756569
"ENSG00000147421.17 chr8_29818665"	0.00975269610896444	0.00257052846624548	0.0187354646873574	-0.0206147975567972	0.00223965744099852	0.0280722227601371	0.000716435281812222	-0.0339429282075075	0.00153888460847233	0.00693051015109641	0.00269557537632524
"ENSG00000196236.12 chr22_41046827"	-0.0119295264841454	-0.00847769539695665	-0.00569950244717826	-0.000580873956915053	-0.00722556473213626	-0.00619873860329906	-0.0120593599386069	0.00663439565308732	0.000267431379143245	-0.0107937418386051	-0.0086958537748232
"ENSG00000142149.8 chr21_31933184"	0	-0.00603636280731261	-0.0211801689935605	0.00946900738962889	-0.000529624573036922	0	0.00401869211499331	0.00904507109599757	-5.58833073586302e-05	-0.0199003619533613	0.000945518556699373
"ENSG00000116406.18 chr1_185366387"	-0.0165066163425536	0.01371741500165	0.018615163892582	0.0105943222889201	0.00204778182697022	0.0090699389675746	0.00415569221844191	-0.00079996861221494	-0.0104443434518366	0.014748371406735	0.00561936829313545
"ENSG00000075886.10 chr2_131475220"	-0.0277260549111007	0.0216696005756147	0.0486577477620437	0.011225915442175	-0.01150753278873	0.0245526893384155	0.0168253324208814	-0.0284179930512162	0.000136812867484227	0.00957243861894845	0.0040470899760868
"ENSG00000090054.13 chr9_91949367"	0.0131916415457434	9.29363114222301e-05	-0.0010461357250358	-9.00120343053987e-05	0.0108695953869662	-0.000941031513914465	0.00428979653969899	0.00481714269398533	-0.00168748147553419	-0.00232815159106851	0.00696624098796898
"ENSG00000127743.5 chr5_149945313"	-0.0124898806673735	0.0299551628838442	-0.00481493215266581	-0.014552587266002	-0.0014917628435142	0	-0.0371045836544329	0	0.0760412650499353	-0.00863822348707409	0.00768553737547756
"ENSG00000154080.13 chr18_27120600"	-0.00700469278760982	-0.00322656761834507	0.00633080613047437	-0.000193763442395813	0	0	0.0038419397474826	-0.000164037647361089	0.00264961112638141	-0.0205378576450411	0.00773183489251467
"ENSG00000168734.13 chr20_44417841"	0	0.017820350885031	-0.0142203687515774	-0.00719118904291953	0.00429718626560549	-0.00282652330234027	-0.0122368752474204	-0.0049004102097223	0.00799018501495698	0.0166914767828762	-0.00937153368851877
"ENSG00000138303.17 chr10_72558170"	0.0238469206164655	-0.0058044083680161	0.0363254544028033	0.0270423501617964	0.0390800706321815	0.0392779072963292	0.0326526939002657	0.0319696610684141	0.0117393797181075	0.0314697752776199	0.0150888752584803
"ENSG00000204592.8 chr6_30585160"	0.00687511200985932	0.0129026722215334	-0.00636679874829229	0.00861236367644017	0.00112485138683581	0.00480516442098472	0.00531138776044847	-0.00304883143954212	0.00967029904816974	0.0145737670497116	0.0110335444667048
"ENSG00000124207.16 chr20_48127286"	0	0.00444493820031701	-0.0197634040116328	0.000768633021156573	-0.00593141649418253	-0.000504948241821568	-0.00906362358264287	-0.0144406235036628	0.00458393369297827	-0.0125215087954588	0.014394634111126
"ENSG00000144481.16 chr2_234877441"	0	0	-0.0455030847654307	0	0	0	0	0	0	0	0
"ENSG00000130363.11 chr6_158993210"	0.0274466820890672	-0.00809755304218355	-0.0111574037655433	0.00121874652494621	0.0183758298786434	0.0143636004100942	0.00679777438747237	0.00552465158588541	0.0181807828922929	-0.00469886103395993	0.00487315477257304
"ENSG00000167842.15 chr17_6092132"	0	0.0171054911748208	-0.0258123382566478	0.00787667033957425	0.00436192421630171	-0.00492871325727708	0.0205768301016781	0.0344958801947788	0.00301369804146494	0.0112303723807895	-0.00811019943904426
"ENSG00000118308.15 chr12_24929329"	0	0.0197565325268672	0.00532862240590883	0.0367089360328926	0.0141665186208988	-0.00315549845167808	-0.00341809055228806	-0.0285726939499398	-0.022272735071299	-0.00879462467946847	-0.0361708199226383
"ENSG00000147465.11 chr8_38561316"	0	-0.00490987863018172	-0.00021836564759617	-0.00978136706350878	-0.00931988744170559	-0.0165568988664812	0.0127415351121764	-0.007107857648207	-0.0015010476852336	-0.0244550760066146	-0.000939909848068523
"ENSG00000179528.15 chr2_74915350"	0	-0.0111506061532623	0.0476196147205424	0.0355690580928333	-0.0194024457222409	0.00407025078019394	-0.0200138189400597	-0.00234952689199451	-0.0564967845067245	0.00582139180732522	-0.00503185311713658
"ENSG00000082996.19 chr3_150784339"	0	0.0268773057480325	-0.0340185807762035	0.0239113025696786	-0.000565898393213295	0.000811116820574893	0.00429038611673549	-0.00368861361239293	0.000501235387102291	0.00521405697290868	-0.0114863063458871
"ENSG00000197165.10 chr16_28814456"	0.0846477301127379	-0.012446437960842	-0.0269046391766843	0.00670123333741783	-0.0116117460694444	0.0585610855433044	-0.0308321638790615	-0.0113148828124852	-0.0164188464553462	-0.0425261670084962	-0.0445797724053727
"ENSG00000131042.14 chr19_53398122"	0.000904152191817628	0.0277866149849874	-0.039176847813503	0.00394115627368402	0.00413508196344391	0.0133931433530172	6.25255202280455e-05	-0.00466171073278043	0.00902149095714218	0.010613759849818	-0.000741131741493519
"ENSG00000187554.11 chr1_223946673"	0	0.00342878078022675	-0.0325915648907729	-0.000616421748287021	0.0102625344723354	0.0050805956000562	-0.0140849667075067	-0.017456577312041	0.0189600035305079	0.0076385984754771	0.00386382461899631
"ENSG00000132155.11 chr3_11869253"	0	0.0080504175215831	-0.0707933028271803	-0.0060043709766004	0.0139741556504847	0.000370333602316643	-0.0103976603938838	0.00578186952791287	0.0284709269772072	0.0596318787095859	-0.0196118934049148
"ENSG00000130517.13 chr19_19040636"	0	-0.0066143785881242	-0.037088557404372	0.00618477561352154	-0.00800279218897616	-0.00783839279001084	-0.0140299948293815	0.00256240589026197	-0.016974707669691	-0.00701758876947767	0.00231783066455788
"ENSG00000146731.10 chr7_55579833"	0	0.000513606312626287	-0.00378952246569429	0.00319328035316004	-0.00150787359098873	-0.00194264759635334	-0.000763963790934667	-0.00382963214533151	0.00120852519934111	-0.00794239596994811	-0.00249394343968277
"ENSG00000198417.6 chr16_57146805"	-0.0178252526565083	0.0146100065685762	0.0121928778412637	0.0147526588820661	0.00771926911121453	0.000480182537215892	0.00727636336524381	0.0335290123112963	-0.00111277685873998	0.00458637128731969	0.00893236675926098
"ENSG00000196371.3 chr11_94592587"	-0.0128359124497806	0.00631663157173545	0.0279591747629607	0.00739974472614868	-0.00770187025172197	0.00361487457129721	0.0145410433206745	0.0816129034958083	0.0139931788246221	-0.0108695327605162	0.0215488874418822
"ENSG00000136770.10 chr10_22554618"	0	0.024182557246985	-0.0256994656708252	-0.0470769927186385	-0.00810000227083171	0.0139491140742711	-0.00229605594316115	0.0117292164932315	0.00865959154315173	0.0199769210747452	0.0223268057710943
"ENSG00000180938.5 chr8_124740928"	0	0.00730578513229816	-0.0376259976308789	-0.00244843393402174	-0.00694802040032498	-0.0184096088655084	-0.00208351303404919	-0.0294965655286276	0.0214047876922934	0.0140156708238491	0.0182962856905207
"ENSG00000240184.6 chr5_141609675"	0	0.00111806829800234	0.00815069614024511	-0.00104703516909211	0.00291247417994637	-0.00412744180995657	0.0077838264421341	-0.00109431767262775	0.00312085940962173	-0.00281948663790475	0.00347677979102419
"ENSG00000141505.11 chr17_6434904"	0	0.00230047171697777	-0.00153904361656892	0.0338622263359621	-0.00900209221029335	0.0256776120963246	-0.0011104803764644	-0.0296458429054411	0.0180656966853521	0.00489015308909875	-0.00742150769458919
"ENSG00000173093.12 chr12_110243294"	0	0	0	0	-0.0203489813289149	0	0	0	0	0	0
"ENSG00000137675.4 chr11_103420049"	0	0.0144583924779679	0	0.0243207754733366	0.0185158321062767	-0.0184569207278292	0	0	0	-0.0130296793985668	0.0153768058434491
"ENSG00000129151.8 chr11_27232829"	0	0.0106870625498089	-0.0028566001291014	0.0133552375548529	0.00574624225525826	0	0.00663654757504027	-0.016302116281701	0	0.0451469126363709	-0.0292031343702684
"ENSG00000178233.17 chr6_44822463"	0	-0.00430392632114256	-0.012619876037637	-0.0398911093631364	-0.00986054999072971	0	0.0012932697565411	-0.00846331755298879	0.00624776797878305	-0.0161951125554707	-0.0130514278103781
"ENSG00000110811.19 chr12_7149720"	0.0101842034229808	0.00417398406143262	0.0119582447613259	-0.0097290036676564	0.00567556577739451	0.00705810376148199	-0.00589739145885965	-0.014423415920758	0.00227594407975122	0.00973620954895209	-0.0105964454185217
"ENSG00000172932.14 chr11_67633828"	0.015033394501561	0.0222607296151379	0.00874076388473752	0.000471063768613216	0.0137749952800051	0.016881750295298	0.0190140607586276	-0.0113815468746694	0.0176295576076612	0.0142125098696867	0.0326191684410028
"ENSG00000100330.15 chr22_29919184"	-0.0230359925641239	-0.00989306593344068	-0.0125446679417383	-0.0207437296721662	-0.00918921023302335	-0.00819641710138693	-0.0211003424954681	0.0160204034665645	-0.0312490519788824	-0.0267984331934642	-0.0208392392558688
"ENSG00000116478.11 chr1_32656103"	0	0.00437714706044867	0.00559398562988331	-0.00363410299797022	0.017106159129017	-0.00803343031006408	0.00345501633435659	0.0125701132626536	-0.0183415699015993	-0.0177547159819441	-0.00911214077098002
"ENSG00000103037.11 chr16_58510391"	-0.0277823652738028	0.0151017885577587	-0.0255090978930414	0.0104485855273923	0.0127032280176826	0.0152678309661029	0.0117914071756269	0.00903780283713093	-0.0116295039894967	0.00283443743314585	0.00364599946391058
"ENSG00000115657.12 chr2_219022449"	0	-0.000258998652019414	0.0257323586798673	-0.0168680306848865	-0.0171147550162353	-0.000598112057568842	-0.0183833620466494	0.0258144589504047	-0.0192660662208074	0.0112820269000633	0.00251249644855003
"ENSG00000070367.15 chr14_56460892"	0	0.00619864249507321	-0.0201531636393238	-0.000770649407669772	0.000792167708606983	0.00354862623337717	0.00315058702978001	-0.0251369103323909	-0.000301910511144448	-0.00231136749847037	-0.00186832291359308
"ENSG00000167118.10 chr9_127827660"	0	0.00827014732787619	-0.0372873798734109	0.0301607489931011	0.00795479341116604	0.00485647254940475	0.00131931381027583	-0.0304594579141254	0.0204256574368338	0.0472303924488593	-0.011848354739933
"ENSG00000197147.13 chr1_90480870"	0	0.00633253506544128	0.0307013433437627	-0.00275864204463894	-0.0094627399548969	0.0047320198220426	-0.00621558464767573	-0.0124439059453161	-0.0144473530434264	-0.00892239365193824	0.00951181336030016
"ENSG00000181019.12 chr16_69005395"	0	0.0481848788279856	-0.0226614808733688	0.0149470564273678	0.0227682301752389	-0.000312386709229785	0.0157751266652744	-0.048907118927555	0.0417086734072966	-0.013696128521027	0.00550195279294009
"ENSG00000183273.6 chr12_119340529"	0	0	0	-0.00661436732339508	0	0	0.0051970954286568	0	0	0	-0.0457229722779316
"ENSG00000143882.10 chr2_11441254"	0	0.0717154335532724	-0.0667630080411893	0.00978018426695076	1.70153766710785e-05	0.00971339568797446	-0.0263341205096723	0.0164052277834099	0.0262750933290625	0.00121623907384863	-0.0182856968451442
"ENSG00000138496.16 chr3_123154544"	0.0268826416083339	-0.0188468492239908	-0.0028614404240655	-0.0180426993212765	-0.0147322313694564	-0.0140425499616232	-0.0393214277491206	0.0322681076213062	0.00408812014983055	-0.0135731988506414	0.0126414254184177
"ENSG00000184588.17 chr1_65137380"	0.00490007255691953	0.00947081853179603	0.0160841096979273	-0.0145460039144269	-0.00355167744748465	-0.00135144627721801	0.00245980579968908	0.0272872413143574	0.0354418082364251	-0.00320414006428464	0.00181323517495157
"ENSG00000164244.20 chr5_126931127"	-0.00352147870769754	-0.0134481178292605	-0.011143117900367	-0.00759264782706719	-0.00106616814846094	0.0171276852164224	-0.0119244408719558	0.000644234687541999	-0.0197859936056786	-0.0163983435205103	-0.00215726817146811
"ENSG00000168003.16 chr11_63235736"	0	-0.0254989534924177	-0.0265082732219296	-0.0081355901384898	-0.00798830724207728	0.00180536434251894	-0.00812312008334951	0.0128688775515153	-0.015114562949442	-0.0140629363417645	-0.00951521530849561
"ENSG00000132718.8 chr1_155497486"	-0.0130801035472048	-0.0028578471815751	0.038621977671551	0.00323160786014544	0.00113430819642408	-0.000506344374822588	-0.00793833438377765	0.00309498818436324	-0.00685585826499665	0.00101668958976601	0.00799114180781839
"ENSG00000120094.6 chr17_48536718"	0	0	0	-0.0181851028140667	-0.0130965848400112	0	0	0	0	0	0
"ENSG00000269713.7 chr1_149048081"	-0.0874328313406708	-0.0178222806004497	0.00487275021115377	-0.00770354757229064	-0.00897564996979921	-0.00695237099408196	-0.0842477058746761	0.0234710794916235	-0.014462544379018	-0.00965946058134261	-0.0363183602672352
"ENSG00000166441.12 chr11_8322890"	0	0.00284041271335018	0.012209952544814	-0.019144857735433	-0.00669594976103543	0.00121719904076661	-0.00391858246726816	0.0229626196279854	0.0128880892380799	-0.00680782956534788	0.00310695873388269
"ENSG00000112078.13 chr6_36454432"	0.0359820912367944	-0.0121777698163204	-0.0163411333835968	0.0178431474246636	0.0193266075436556	0.0183423892232523	-0.00509590951990077	-0.040259538421279	-0.021649444086444	0.028513732451943	-0.0237181892943224
"ENSG00000100884.9 chr14_25047278"	0	0.0240198945584341	-0.000395227527207811	0.00589966531939266	-0.00867449870013278	0.0136312234183913	0.0178429929905703	-0.0232364362591818	0.0317177598526229	0.0156601921844461	0.0125952062808554
"ENSG00000146857.3 chr7_135223777"	0	0	0	0	-0.0389155594743217	0	0	0	0	0	0
"ENSG00000205643.10 chr22_45902557"	0	-0.0202565738526823	0.00239975903947686	-0.0060100934589954	-0.00417710409912984	0.00439701804262344	0.047194033254237	0.0365742692758042	0.0146990070920569	0.00387254807983431	-0.014936805523865
"ENSG00000163935.13 chr3_52357166"	-0.0185379249525264	0.00351074902058397	0.000265664634977703	0.00609236876683177	0.0121165063475201	-0.00270203095138698	-0.0156148299281158	0.00868189656079308	0.00479465144662336	-0.0393423794702673	0.0164331943431679
"ENSG00000253506.2 chr17_62162178"	0	-0.00349712389182216	0.0157634113469854	-0.0179648773596922	-0.00587460132887384	-0.00322770536536303	-0.0183303051724753	-0.0134847190644894	0.00754554362697375	0.0328858528175419	0.000418329233695348
"ENSG00000175087.9 chr1_25155651"	-0.0220657848327327	0.00861122665404391	0.0356065084743628	0.011512886760916	0.00734254020187019	0.00516389075569867	0.00618139536326569	0.0157187612607464	0.0223481595268667	0.0246718078846715	0.0172079379449315
"ENSG00000133067.17 chr1_202644435"	0	-0.00114672689536675	-0.00190319851496103	0.00268185038620051	-0.00660850267416154	0.00410322264233993	0.00270271266453819	0.0114865039708647	0.00266961689037183	0.000179029634453511	-0.00715847626954338
"ENSG00000140992.18 chr16_1727451"	-0.00522954382163795	0.0122507381809614	-0.0100581989447037	-0.00487325983385454	0.00597206902722773	8.57243189563146e-06	0.0117005982648641	-0.00148615370798133	0.00426015452900856	0.00446737726051535	0.00776269856036513
"ENSG00000103528.16 chr16_19391023"	0	-0.0278314283048368	-0.036142996041702	0.00166799097085155	-0.0179116652604664	-0.0518370166572834	-0.0434440049288515	0.00439074358825175	0.0263656617512196	-0.0205956285968915	-0.00445838828689108
"ENSG00000010219.13 chr12_4600261"	-0.0489557844477942	0.0115089457813346	0.0233999877770451	-0.0468569610106758	-0.0347507910391911	0.00658010588553423	-0.0035223506429022	0.029547526787824	0.00419571586146365	0.0129025702712406	-0.0130521906941518
"ENSG00000173237.4 chr11_67803162"	0	0	0	0	0	0	0	0	0	0	-0.00973741209046686
"ENSG00000091317.7 chr3_32464248"	-0.00995249832783115	-0.000576557891469117	0.0214513821443944	-0.0101164007775404	-0.00444740069904844	0.00389937462134094	-0.00158471016014468	0.00238424664877383	-0.000440795831216947	0.0101275615144812	0.00605778830626365
"ENSG00000143127.12 chr1_146703000"	0	0.0203024213002171	0.00415852119760974	0.0155572668040159	-0.00716712089149107	0.0363919465553428	0.00315395518378809	0.0241979136560422	-0.00634423911900114	0.00428110144382729	0.00290671690897415
"ENSG00000166900.15 chr11_59556388"	0.0178351624541248	0.00735574003086429	0.0225859264318316	0.0132662885233186	-0.00842593500496629	-0.00607824875086454	-0.0171163168486445	-0.0114368045987305	0.0174672925025567	0.01102381053373	-0.0245940908842881
"ENSG00000266826.2 chr17_59361225"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000149806.10 chr11_64546415"	0.0147272064493128	-0.00235740337450962	-0.0474231045349727	-0.00235045851693958	0.013878239249511	-0.000908197805181106	0.000414408114420431	-0.0234489986773725	-0.00908554076116302	0.0356731954884439	-0.0145445193758801
"ENSG00000148200.16 chr9_124919861"	-0.00665830634609648	-0.00979163909321749	-0.0122535635146695	-0.00278069781117888	-0.0063704355335459	0.0071841033379656	-0.00478895251630211	-0.0279137724957829	-0.0642760090074256	0.0130487644946822	0.00028318190861014
